city,pm25,pm10,population,color_pm10,color_pm25,population_count,data_value
Louisville,8.15,16.9951048551986,1031932,green,green,2670,9.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2670,8.6
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,2670,5.7
Providence,7.8,16.2652537264478,1196451,green,green,2671,16.6
Oakland,7.83333333333333,16.3347633577574,420005,green,green,2671,7.5
Henderson,7.4,15.4311381507325,257295,green,green,2672,8.8
Nashville,9.1,18.9761293475224,969587,green,green,2673,16.2
New York,6.625,13.8150392227842,8174962,green,green,2674,6.6
Tempe,7.35,15.3268737037681,161780,green,green,2675,2.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2675,13.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2675,11.3
St. Louis,8.8375,18.4287410009592,2183942,green,green,2675,8.8
Davenport,8.1,16.8908404082342,102612,green,green,2676,10.4
Seattle,5.975,12.4596014122468,3248724,green,green,2676,3.8
New York,6.625,13.8150392227842,8174962,green,green,2676,13.7
Detroit,8.4,17.5164270900207,3639050,green,green,2676,19.3
New York,6.625,13.8150392227842,8174962,green,green,2677,12.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,2677,8
Philadelphia,9.46,19.7268333656661,5585211,green,green,2677,4.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2679,15.6
Phoenix,8.68,18.1003079930214,1447624,green,green,2679,11.1
Erie,7.7,16.0567248325189,280566,green,green,2679,16.3
Chico,7.7,16.0567248325189,220000,green,green,2680,4.7
New York,6.625,13.8150392227842,8174962,green,green,2680,10.1
Salinas,5.7,11.8861469539426,415057,green,green,2680,9.5
Phoenix,8.68,18.1003079930214,1447624,green,green,2680,8
Seattle,5.975,12.4596014122468,3248724,green,green,2681,7.3
Quincy,8.8,18.3505426657359,1728,green,green,2681,9.7
North Charleston,7.7,16.0567248325189,97635,green,green,2681,9.8
Detroit,8.4,17.5164270900207,3639050,green,green,2681,22.7
Scranton,8.2,17.099369302163,378605,green,green,2681,11.9
Omaha,7.3,15.2226092568037,780190,green,green,2681,7.2
Philadelphia,9.46,19.7268333656661,5585211,green,green,2682,8.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,2682,14.1
Fall River,5.4,11.2605602721561,88857,green,green,2682,10.6
Nashville,9.1,18.9761293475224,969587,green,green,2683,12.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2683,14.8
Nashville,9.1,18.9761293475224,969587,green,green,2683,11
Albuquerque,5,10.4264446964409,826787,green,green,2683,8.1
North Las Vegas,10.2,21.2699471807394,216686,yellow,yellow,2684,11.2
New York,6.625,13.8150392227842,8174962,green,green,2684,11.7
Oakland,7.83333333333333,16.3347633577574,420005,green,green,2684,8.4
Kansas City,7.6,15.8481959385901,1604389,green,green,2685,13.4
San Francisco,7.5,15.6396670446613,870887,green,green,2685,8.8
Chico,7.7,16.0567248325189,220000,green,green,2687,9.6
New York,6.625,13.8150392227842,8174962,green,green,2688,12.3
Thousand Oaks,9.6,20.0187738171665,126522,yellow,green,2689,9
Kansas City,7.6,15.8481959385901,1604389,green,green,2690,19.8
New York,6.625,13.8150392227842,8174962,green,green,2690,9.8
New York,6.625,13.8150392227842,8174962,green,green,2690,13.1
Seattle,5.975,12.4596014122468,3248724,green,green,2690,7.4
Washington,7.2,15.0140803628749,4955139,green,green,2690,5.2
Glendale,6.7,13.9714358932308,226441,green,green,2691,8.6
New York,6.625,13.8150392227842,8174962,green,green,2691,17.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2692,13.4
Kansas City,7.6,15.8481959385901,1604389,green,green,2692,13.1
Gary,9.175,19.132526017969,76424,green,green,2693,23.4
Mesa,6.7,13.9714358932308,440134,green,green,2694,7.2
Detroit,8.4,17.5164270900207,3639050,green,green,2694,23.1
Detroit,8.4,17.5164270900207,3639050,green,green,2695,19.9
Springfield,7.1,14.805551468946,646013,green,green,2695,7.9
Las Vegas,9.1,18.9761293475224,2270187,green,green,2695,11.8
Kansas City,7.6,15.8481959385901,1604389,green,green,2696,10
Erie,7.7,16.0567248325189,280566,green,green,2696,13.3
New York,6.625,13.8150392227842,8174962,green,green,2698,11.6
St. Louis,8.8375,18.4287410009592,2183942,green,green,2698,20.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2698,16.5
Baltimore,8.4,17.5164270900207,2266981,green,green,2699,4.5
Louisville,8.15,16.9951048551986,1031932,green,green,2699,15.2
Baltimore,8.4,17.5164270900207,2266981,green,green,2699,17.4
Phoenix,8.68,18.1003079930214,1447624,green,green,2700,7.5
New York,6.625,13.8150392227842,8174962,green,green,2700,8.1
Las Vegas,9.1,18.9761293475224,2270187,green,green,2700,12.4
New York,6.625,13.8150392227842,8174962,green,green,2701,8
Louisville,8.15,16.9951048551986,1031932,green,green,2702,10.3
New York,6.625,13.8150392227842,8174962,green,green,2702,10.8
St. Louis,8.8375,18.4287410009592,2183942,green,green,2703,11
Richmond,8.5,17.7249559839495,1029581,green,green,2703,15.1
Rochester,6.1,12.7202625296579,732692,green,green,2703,7.1
Lexington,8.5,17.7249559839495,18931,green,green,2703,11.7
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,2704,5.5
Hartford,7.25,15.1183448098393,962996,green,green,2704,7.8
Miami,7.85,16.3695181734122,5817221,green,green,2705,16.4
Oakland,7.83333333333333,16.3347633577574,420005,green,green,2706,8.3
New York,6.625,13.8150392227842,8174962,green,green,2706,11.8
Gary,9.175,19.132526017969,76424,green,green,2707,23
Philadelphia,9.46,19.7268333656661,5585211,green,green,2708,6.4
Washington,7.2,15.0140803628749,4955139,green,green,2708,5.2
New York,6.625,13.8150392227842,8174962,green,green,2708,11.6
Omaha,7.3,15.2226092568037,780190,green,green,2708,17.5
Kansas City,7.6,15.8481959385901,1604389,green,green,2708,11.2
Mesa,6.7,13.9714358932308,440134,green,green,2709,9.5
Springfield,7.1,14.805551468946,646013,green,green,2709,9.5
Dallas,8.2,17.099369302163,1317929,green,green,2710,11.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2710,12.2
Boston,6.7,13.9714358932308,4249036,green,green,2710,15.8
St. Louis,8.8375,18.4287410009592,2183942,green,green,2711,20.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2711,9.8
New York,6.625,13.8150392227842,8174962,green,green,2711,16.6
Knoxville,10.25,21.3742116277038,646670,yellow,yellow,2712,8.6
Baltimore,8.4,17.5164270900207,2266981,green,green,2713,14.6
New York,6.625,13.8150392227842,8174962,green,green,2713,12.3
St. Paul,6.65,13.8671714462664,285063,green,green,2713,7.5
Honolulu,3.1,6.46439571179334,847986,green,green,2713,4.2
Reno,6,12.5117336357291,446831,green,green,2713,7.7
Dallas,8.2,17.099369302163,1317929,green,green,2713,21.7
Sparks,7,14.5970225750172,90258,green,green,2714,6.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2714,15
Kansas City,7.6,15.8481959385901,1604389,green,green,2714,7.7
Albuquerque,5,10.4264446964409,826787,green,green,2715,8.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2715,14.2
South Bend,9,18.7676004535936,101045,green,green,2716,13.5
Minneapolis,7.35,15.3268737037681,382603,green,green,2717,5.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2717,8.8
Springfield,7.1,14.805551468946,646013,green,green,2717,10
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2718,6.7
New York,6.625,13.8150392227842,8174962,green,green,2719,4.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,2719,11.5
Minneapolis,7.35,15.3268737037681,382603,green,green,2720,6.8
